,Date,Open,High,Low,Close,Adj Close,Volumn
398,2016-03-09,152.00,153.00,150.50,153.00,122.57,24004000
397,2016-03-10,153.00,154.50,151.50,154.50,123.77,28302000
396,2016-03-11,154.50,155.00,153.00,155.00,124.17,29566000
395,2016-03-14,156.50,157.50,155.50,156.00,124.97,32751000
394,2016-03-15,155.00,156.50,153.00,154.50,123.77,28689000
393,2016-03-16,155.50,156.00,154.00,156.00,124.97,30962000
392,2016-03-17,159.50,160.00,157.50,158.50,126.97,48193000
391,2016-03-18,158.50,159.50,158.50,159.50,127.77,55975000
390,2016-03-21,160.00,160.00,158.00,160.00,128.17,26100000
389,2016-03-22,159.50,159.50,157.00,158.50,126.97,25809000
388,2016-03-23,158.50,159.50,158.00,159.50,127.77,27478000
387,2016-03-24,158.00,159.00,157.00,158.50,126.97,24853000
386,2016-03-25,158.50,159.00,157.00,158.00,126.57,10175000
385,2016-03-28,158.00,159.00,157.00,159.00,127.37,15268000
384,2016-03-29,158.50,159.50,158.00,159.00,127.37,18977000
383,2016-03-30,158.50,162.00,158.50,161.50,129.38,43616000
382,2016-03-31,162.00,163.00,159.00,162.00,129.78,49433000
501,2016-03-31,162.00,163.00,159.00,162.00,129.78,49433000
500,2016-04-01,161.00,161.00,157.50,158.50,126.97,31564000
499,2016-04-06,155.50,156.00,153.50,153.50,122.97,58134000
498,2016-04-07,155.00,155.00,152.50,154.50,123.77,35238000
497,2016-04-08,154.00,158.00,154.00,157.50,126.17,41032000
496,2016-04-11,156.00,159.00,155.50,158.50,126.97,21758000
495,2016-04-12,157.50,159.50,157.50,158.50,126.97,14859000
494,2016-04-13,160.00,162.00,159.50,161.50,129.38,39611000
493,2016-04-14,162.00,162.50,160.00,161.50,129.38,31338000
492,2016-04-15,157.00,160.00,156.00,159.50,127.77,48779000
491,2016-04-18,158.00,158.50,157.50,158.00,126.57,20279000
490,2016-04-19,160.00,161.00,157.00,157.50,126.17,26577000
489,2016-04-20,157.50,158.00,154.00,154.00,123.37,40996000
488,2016-04-21,156.00,157.00,154.00,157.00,125.77,29723000
487,2016-04-22,155.50,158.00,155.00,156.50,125.37,28990000
486,2016-04-25,156.50,157.50,156.00,157.50,126.17,14306000
485,2016-04-26,156.50,158.50,156.50,158.00,126.57,18119000
484,2016-04-27,156.00,157.50,155.50,156.50,125.37,28845000
483,2016-04-28,157.50,158.00,153.00,153.00,122.57,48915000
482,2016-04-29,151.00,151.00,149.00,150.00,120.16,66445000
481,2016-05-03,148.00,148.50,146.50,147.50,118.16,68550000
480,2016-05-04,147.00,149.00,146.50,147.00,117.76,52973000
479,2016-05-05,147.50,148.50,146.00,147.50,118.16,38269000
478,2016-05-06,148.50,148.50,147.00,148.00,118.56,36510000
477,2016-05-09,148.50,149.00,146.50,147.50,118.16,38478000
476,2016-05-10,147.00,148.00,146.50,147.00,117.76,29785000
475,2016-05-11,148.50,149.00,146.50,147.00,117.76,40057000
474,2016-05-12,147.00,148.00,146.00,146.00,116.96,23749000
473,2016-05-13,145.00,145.50,143.00,144.00,115.36,60038000
472,2016-05-16,143.00,145.50,143.00,144.50,115.76,31133000
471,2016-05-17,145.50,147.00,145.00,147.00,117.76,30277000
470,2016-05-18,146.00,147.00,145.00,147.00,117.76,31057000
469,2016-05-19,148.00,148.50,145.50,147.00,117.76,35132000
468,2016-05-20,147.50,149.50,147.00,148.50,118.96,36306000
467,2016-05-23,150.50,154.50,149.50,154.00,123.37,50127000
466,2016-05-24,152.50,153.50,151.00,151.00,120.96,24470000
465,2016-05-25,153.50,155.00,152.50,154.50,123.77,30719000
464,2016-05-26,154.50,155.00,153.50,155.00,124.17,17196000
463,2016-05-27,156.00,156.50,154.50,156.50,125.37,22992000
462,2016-05-30,157.00,158.00,155.00,157.00,125.77,36339000
461,2016-05-31,156.50,157.50,155.00,156.50,125.37,69656000
460,2016-06-01,156.00,159.00,156.00,159.00,127.37,26926000
459,2016-06-02,159.00,160.00,158.00,159.00,127.37,21977000
458,2016-06-03,159.00,160.50,159.00,160.50,128.57,31853000
456,2016-06-06,161.00,162.00,160.00,161.00,128.98,28757000
455,2016-06-07,161.50,163.50,161.00,162.00,129.78,47046000
454,2016-06-08,164.00,166.00,163.50,165.50,132.58,45214000
453,2016-06-13,161.00,162.50,161.00,162.00,129.78,48750000
452,2016-06-14,161.00,163.00,161.00,162.00,129.78,27509000
451,2016-06-15,162.00,163.00,161.00,163.00,130.58,29270000
450,2016-06-16,161.50,162.50,159.50,160.50,128.57,24408000
449,2016-06-17,162.50,164.50,162.00,163.00,130.58,30633000
448,2016-06-20,164.50,165.00,163.00,163.00,130.58,24911000
447,2016-06-21,164.00,165.50,163.50,165.50,132.58,27970000
446,2016-06-22,164.50,166.00,163.50,166.00,132.98,30359000
445,2016-06-23,165.50,166.00,164.00,164.00,131.38,22494000
444,2016-06-24,164.00,164.00,154.50,159.00,127.37,86547000
443,2016-06-27,154.50,156.00,154.00,155.50,129.45,42874000
442,2016-06-28,155.50,157.50,155.00,157.00,130.70,1327000
441,2016-06-29,158.50,160.00,158.00,159.00,132.37,31514000
440,2016-06-30,161.00,163.00,159.50,162.50,135.28,42398000
567,2016-06-30,161.00,163.00,159.50,162.50,135.28,42398000
566,2016-07-01,164.50,166.00,163.50,166.00,138.20,36212000
565,2016-07-04,165.50,166.50,164.50,166.00,138.20,25724000
564,2016-07-05,165.00,165.50,164.00,164.00,136.53,16346000
563,2016-07-06,163.00,163.00,160.50,161.50,134.45,34803000
562,2016-07-07,163.50,165.00,163.00,164.50,136.95,23769000
561,2016-07-08,164.50,164.50,164.50,164.50,136.95,0
560,2016-07-11,170.00,170.50,168.50,170.00,141.53,50643000
559,2016-07-12,171.00,171.50,169.50,171.00,142.36,41961000
558,2016-07-13,169.50,170.00,167.00,168.50,140.28,50653000
557,2016-07-14,167.00,170.00,167.00,169.00,140.69,34790000
556,2016-07-15,168.00,169.50,166.50,169.50,141.11,41546000
555,2016-07-18,168.00,170.00,168.00,169.50,141.11,24749000
554,2016-07-19,170.50,170.50,169.00,170.50,141.94,42456000
553,2016-07-20,170.00,170.50,169.00,170.00,141.53,38053000
552,2016-07-21,171.00,172.00,170.00,172.00,143.19,33130000
551,2016-07-22,172.00,172.00,170.50,171.00,142.36,28504000
550,2016-07-25,172.00,173.00,169.00,171.50,142.77,27145000
549,2016-07-26,172.00,173.00,171.50,173.00,144.02,32685000
548,2016-07-27,175.00,176.00,174.50,175.00,145.69,34117000
547,2016-07-28,175.00,176.50,173.00,176.50,146.94,31071000
546,2016-07-29,177.00,177.00,172.50,172.50,143.61,29795000
545,2016-08-01,175.00,177.00,174.50,177.00,147.35,34188000
544,2016-08-02,177.50,177.50,175.50,176.00,146.52,15250000
543,2016-08-03,172.50,174.00,172.00,172.50,143.61,21627000
542,2016-08-04,173.00,174.50,172.50,174.50,145.27,13612000
541,2016-08-05,175.00,177.50,174.00,177.00,147.35,25759000
540,2016-08-08,178.00,178.00,176.50,178.00,148.19,16200000
539,2016-08-09,178.50,179.50,177.00,178.50,148.60,16413000
538,2016-08-10,179.00,179.50,178.00,179.50,149.43,19279000
537,2016-08-11,177.50,178.00,175.50,176.50,146.94,28180000
536,2016-08-12,178.50,178.50,177.00,177.50,147.77,22947000
535,2016-08-15,178.50,179.00,177.50,179.00,149.02,12020000
534,2016-08-16,178.00,179.00,175.00,175.50,146.10,34260000
533,2016-08-17,177.00,177.50,176.00,177.00,147.35,21487000
532,2016-08-18,176.00,176.50,175.00,176.00,146.52,27253000
531,2016-08-19,177.00,177.50,174.00,174.50,145.27,23470000
530,2016-08-22,173.00,174.00,171.50,172.50,143.61,21337000
529,2016-08-23,174.00,175.00,173.50,175.00,145.69,20888000
528,2016-08-24,175.00,175.50,173.50,173.50,144.44,12092000
527,2016-08-25,175.00,177.00,174.50,176.50,146.94,23892000
526,2016-08-26,175.00,177.00,175.00,177.00,147.35,15076000
525,2016-08-29,175.00,177.00,174.00,176.00,146.52,16975000
524,2016-08-30,176.00,176.50,174.00,174.00,144.86,19471000
523,2016-08-31,176.50,177.00,174.50,176.50,146.94,38524000
522,2016-09-01,176.00,176.00,173.00,174.00,144.86,22692000
521,2016-09-02,176.50,176.50,174.00,174.00,144.86,16999000
520,2016-09-05,176.50,177.50,176.50,177.00,147.35,22381000
519,2016-09-06,177.00,179.00,176.50,178.00,148.19,26024000
518,2016-09-07,180.50,185.00,180.00,185.00,154.01,49761000
517,2016-09-08,182.50,184.50,182.50,183.00,152.35,30204000
516,2016-09-09,181.00,181.00,179.50,180.50,150.27,29793000
514,2016-09-12,177.50,177.50,174.00,175.50,146.10,43036000
513,2016-09-13,176.50,176.50,173.50,175.50,146.10,36834000
512,2016-09-14,174.00,176.00,173.50,174.00,144.86,52877000
511,2016-09-19,179.50,183.00,178.50,183.00,152.35,57055000
510,2016-09-20,182.00,183.50,181.50,183.50,152.76,23641000
509,2016-09-21,181.00,184.00,180.50,184.00,153.18,25008000
508,2016-09-22,185.00,185.50,183.50,185.00,154.01,20980000
507,2016-09-23,185.00,187.50,184.50,187.00,155.68,23213000
506,2016-09-26,183.50,185.00,183.00,183.50,152.76,24225000
505,2016-09-27,183.50,183.50,183.50,183.50,152.76,0
504,2016-09-28,183.50,183.50,183.50,183.50,152.76,0
503,2016-09-29,185.50,187.50,185.50,187.00,155.68,54272000
502,2016-09-30,185.50,186.50,182.50,184.00,153.18,42592000
632,2016-09-30,185.50,186.50,182.50,184.00,153.18,42592000
631,2016-10-03,186.00,186.50,184.50,186.00,154.85,17742000
630,2016-10-04,185.00,187.00,185.00,187.00,155.68,16859000
629,2016-10-05,186.00,186.00,184.50,186.00,154.85,19148000
628,2016-10-06,185.00,187.50,185.00,187.50,156.09,15524000
627,2016-10-07,188.00,188.00,186.00,188.00,156.51,15380000
626,2016-10-11,191.00,191.00,186.00,187.50,156.09,30294000
625,2016-10-12,186.50,190.00,186.00,189.50,157.76,22604000
624,2016-10-13,190.50,191.00,187.00,188.50,156.93,37642000
623,2016-10-14,187.00,189.00,186.50,188.00,156.51,33248000
622,2016-10-17,186.50,187.50,185.00,186.50,155.26,37340000
621,2016-10-18,186.50,187.00,185.50,187.00,155.68,38150000
620,2016-10-19,187.50,189.50,187.50,189.50,157.76,33272000
619,2016-10-20,189.50,190.50,189.00,190.50,158.59,13226000
618,2016-10-21,191.00,192.00,188.50,188.50,156.93,21936000
617,2016-10-24,191.00,191.00,189.50,191.00,159.01,13459000
616,2016-10-25,192.00,193.00,191.00,193.00,160.67,18878000
615,2016-10-26,190.50,192.50,190.50,191.50,159.42,21043000
614,2016-10-27,191.50,191.50,188.50,188.50,156.93,26231000
613,2016-10-28,189.50,190.00,188.50,189.50,157.76,24348000
612,2016-10-31,189.00,190.50,186.50,188.50,156.93,25330000
611,2016-11-01,188.50,189.50,187.50,189.50,157.76,14290000
610,2016-11-02,187.50,188.00,186.00,186.00,154.85,16488000
609,2016-11-03,185.50,186.50,184.50,184.50,153.60,25038000
608,2016-11-04,184.50,186.00,184.00,184.50,153.60,14860000
607,2016-11-07,186.50,189.00,186.00,189.00,157.34,21332000
606,2016-11-08,190.00,190.00,188.00,188.50,156.93,15437000
605,2016-11-09,190.00,190.50,182.00,182.00,151.52,55541000
604,2016-11-10,187.00,188.00,185.50,185.50,154.43,38234000
603,2016-11-11,181.50,183.00,181.00,181.50,151.10,67603000
602,2016-11-14,181.00,182.00,180.00,180.50,150.27,47989000
601,2016-11-15,179.50,182.00,179.00,180.00,149.85,33505000
600,2016-11-16,180.50,183.00,180.00,180.00,149.85,34833000
599,2016-11-17,182.00,182.50,180.50,181.50,151.10,22434000
598,2016-11-18,181.50,181.50,180.00,181.00,150.68,22474000
597,2016-11-21,180.50,181.50,180.00,181.00,150.68,15600000
596,2016-11-22,182.00,185.00,181.50,184.00,153.18,27599000
595,2016-11-23,184.50,186.50,184.00,185.50,154.43,22128000
594,2016-11-24,184.00,185.00,183.00,183.00,152.35,14980000
593,2016-11-25,182.50,183.50,182.00,182.00,151.52,10116000
592,2016-11-28,181.50,184.00,181.50,184.00,153.18,19096000
591,2016-11-29,183.50,185.00,182.00,182.00,151.52,24408000
590,2016-11-30,181.50,183.00,181.50,183.00,152.35,39671000
589,2016-12-01,182.00,183.00,181.50,183.00,152.35,13908000
588,2016-12-02,179.00,179.50,178.00,178.00,148.19,53836000
587,2016-12-05,178.00,180.00,178.00,179.00,149.02,29191000
586,2016-12-06,181.00,183.00,180.50,182.00,151.52,27309000
585,2016-12-07,183.00,183.50,181.50,181.50,151.10,14110000
584,2016-12-08,184.00,185.50,183.00,185.50,154.43,27257000
583,2016-12-09,186.00,186.00,184.50,186.00,154.85,24867000
582,2016-12-12,186.00,187.00,184.00,185.00,154.01,18796000
581,2016-12-13,186.50,186.50,184.50,186.00,154.85,23591000
580,2016-12-14,186.50,187.50,185.50,187.50,156.09,16571000
579,2016-12-15,185.00,187.50,184.50,187.00,155.68,22803000
578,2016-12-16,185.50,187.00,185.00,185.00,154.01,35985000
577,2016-12-19,184.00,184.50,182.50,182.50,151.93,20535000
576,2016-12-20,181.00,182.50,180.00,182.50,151.93,24139000
575,2016-12-21,181.00,182.00,180.00,180.00,149.85,29690000
574,2016-12-22,180.00,180.50,179.00,179.00,149.02,26269000
573,2016-12-23,179.00,180.00,178.50,178.50,148.60,22961000
572,2016-12-26,179.00,180.00,179.00,179.50,149.43,5675000
571,2016-12-27,180.00,180.50,179.50,180.00,149.85,8252000
570,2016-12-28,181.00,182.00,180.50,182.00,151.52,21226000
569,2016-12-29,180.00,181.50,180.00,180.00,149.85,30200000
568,2016-12-30,181.00,182.50,180.00,181.50,151.10,36610000
689,2017-01-03,181.50,183.50,181.00,183.00,152.35,22630000
688,2017-01-04,183.00,184.00,181.50,183.00,152.35,24369000
687,2017-01-05,182.00,183.50,181.50,183.50,152.76,20979000
686,2017-01-06,184.00,184.50,183.50,184.00,153.18,22443000
685,2017-01-09,184.00,185.00,183.00,184.00,153.18,18569000
684,2017-01-10,184.50,185.50,183.50,184.00,153.18,20198000
683,2017-01-11,185.00,185.00,181.50,182.00,151.52,29107000
682,2017-01-12,182.50,185.50,182.50,184.50,153.60,41130000
681,2017-01-13,180.50,182.50,180.50,181.50,151.10,52352000
680,2017-01-16,180.00,180.50,179.00,179.50,149.43,30756000
679,2017-01-17,180.50,181.00,179.50,181.00,150.68,13159000
678,2017-01-18,180.50,181.00,179.50,181.00,150.68,23693000
677,2017-01-19,179.50,181.00,179.50,180.50,150.27,24627000
676,2017-01-20,181.00,181.50,180.50,181.00,150.68,23429000
675,2017-01-23,182.50,185.00,182.50,185.00,154.01,36992000
674,2017-01-24,185.00,186.50,184.50,185.50,154.43,55022000
673,2017-02-02,188.00,188.50,184.00,184.50,153.60,94089000
672,2017-02-03,186.00,186.00,183.50,184.50,153.60,29518000
671,2017-02-06,184.50,185.50,184.00,184.50,153.60,24779000
670,2017-02-07,183.50,185.00,183.00,184.50,153.60,23616000
669,2017-02-08,183.50,184.50,183.00,183.50,152.76,29168000
668,2017-02-09,184.00,185.50,183.50,184.00,153.18,18967000
667,2017-02-10,184.50,185.50,184.00,185.50,154.43,34747000
666,2017-02-13,186.50,188.00,186.50,187.50,156.09,25124000
665,2017-02-14,189.00,190.00,187.50,187.50,156.09,45696000
664,2017-02-15,187.00,189.50,186.50,189.00,157.34,39347000
663,2017-02-16,190.00,190.50,188.00,189.00,157.34,27018000
662,2017-02-17,190.00,190.50,189.00,189.50,157.76,20389000
660,2017-02-20,190.00,190.50,189.50,190.00,158.18,13254000
659,2017-02-21,190.00,190.00,188.50,190.00,158.18,31159000
658,2017-02-22,190.50,191.00,188.50,188.50,156.93,25677000
657,2017-02-23,188.00,189.50,187.00,188.50,156.93,35725000
656,2017-02-24,187.50,190.50,187.50,189.00,157.34,22766000
655,2017-03-01,188.50,188.50,186.00,186.00,154.85,46186000
654,2017-03-02,188.00,188.50,185.00,186.00,154.85,39980000
653,2017-03-03,184.50,185.00,184.00,184.00,153.18,28197000
652,2017-03-06,184.00,184.50,183.50,183.50,152.76,12531000
651,2017-03-07,184.00,185.50,184.00,185.50,154.43,18812000
650,2017-03-08,186.00,188.00,185.50,187.00,155.68,31791000
649,2017-03-09,185.50,186.00,184.00,184.50,153.60,28489000
648,2017-03-10,184.00,184.50,183.00,183.50,152.76,20053000
647,2017-03-13,185.00,186.50,185.00,186.50,155.26,10487000
646,2017-03-14,188.00,188.00,186.00,186.00,154.85,22245000
645,2017-03-15,185.50,187.00,185.50,186.50,155.26,14131000
644,2017-03-16,188.00,190.00,188.00,190.00,158.18,31507000
643,2017-03-17,189.50,191.50,189.00,191.50,159.42,33764000
642,2017-03-20,191.50,191.50,189.50,191.50,159.42,16215000
641,2017-03-21,192.00,195.00,191.50,195.00,162.34,32246000
640,2017-03-22,192.50,193.50,191.50,193.50,161.09,27396000
639,2017-03-23,192.00,193.50,192.00,193.50,161.09,18472000
638,2017-03-24,192.00,193.00,192.00,192.50,160.26,17541000
637,2017-03-27,194.50,194.50,192.00,193.00,160.67,29251000
636,2017-03-28,195.00,195.00,192.50,194.50,161.92,38259000
635,2017-03-29,194.50,194.50,191.00,191.50,159.42,33374000
634,2017-03-30,192.50,193.00,190.50,191.50,159.42,28302000
633,2017-03-31,191.00,192.00,189.00,189.00,157.34,33635000
751,2017-03-31,191.00,192.00,189.00,189.00,157.34,33635000
750,2017-04-05,189.50,193.00,189.50,193.00,160.67,43748000
749,2017-04-06,193.00,193.00,191.00,191.50,159.42,16173000
748,2017-04-07,192.00,192.00,188.50,191.00,159.01,18911000
747,2017-04-10,191.00,191.50,189.50,190.00,158.18,17024000
746,2017-04-11,190.00,191.00,189.00,191.00,159.01,8441000
745,2017-04-12,190.50,191.50,190.00,191.00,159.01,17283000
744,2017-04-13,189.50,192.00,189.50,191.50,159.42,14771000
743,2017-04-14,189.50,189.50,188.00,189.00,157.34,30701000
742,2017-04-17,189.00,189.00,187.50,187.50,156.09,17096000
741,2017-04-18,188.00,189.50,187.50,188.00,156.51,25063000
740,2017-04-19,187.50,187.50,186.50,186.50,155.26,30477000
739,2017-04-20,186.50,188.00,186.50,187.00,155.68,21488000
738,2017-04-21,187.50,190.00,187.50,190.00,158.18,17373000
737,2017-04-24,191.00,191.50,188.50,190.00,158.18,19317000
736,2017-04-25,190.50,192.00,189.50,192.00,159.84,31932000
735,2017-04-26,192.00,192.00,190.50,191.00,159.01,29909000
734,2017-04-27,192.00,193.00,190.50,193.00,160.67,27940000
733,2017-04-28,193.50,194.50,193.00,194.50,161.92,34852000
732,2017-05-02,198.50,199.00,195.50,196.50,163.59,44119000
731,2017-05-03,198.00,198.50,197.00,198.00,164.84,25723000
730,2017-05-04,198.50,199.00,197.00,198.00,164.84,22088000
729,2017-05-05,197.00,198.50,197.00,197.50,164.42,17036000
728,2017-05-08,199.00,202.50,199.00,202.50,168.58,36538000
727,2017-05-09,205.50,207.00,203.50,203.50,169.41,48077000
726,2017-05-10,204.00,206.00,204.00,205.50,171.08,28312000
725,2017-05-11,204.50,208.50,204.00,207.50,172.74,43718000
724,2017-05-12,205.00,207.00,205.00,206.00,171.50,25009000
723,2017-05-15,204.00,206.00,204.00,206.00,171.50,25666000
722,2017-05-16,205.00,205.00,203.50,204.50,170.25,33224000
721,2017-05-17,203.00,204.00,203.00,204.00,169.83,21567000
720,2017-05-18,202.50,204.00,201.50,203.50,169.41,22461000
719,2017-05-19,203.50,204.50,202.50,203.00,169.00,16492000
718,2017-05-22,203.50,205.00,203.00,205.00,170.66,13726000
717,2017-05-23,205.00,207.00,204.50,205.00,170.66,19991000
716,2017-05-24,205.00,206.00,205.00,205.50,171.08,13380000
715,2017-05-25,206.00,207.00,205.50,207.00,172.33,22328000
714,2017-05-26,205.00,207.00,205.00,207.00,172.33,32514000
713,2017-05-31,206.50,207.00,203.00,203.00,169.00,67475000
712,2017-06-01,205.00,207.00,204.50,207.00,172.33,27589000
711,2017-06-02,208.50,209.00,207.50,209.00,173.99,22573000
709,2017-06-05,209.50,212.00,209.00,212.00,176.49,21457000
708,2017-06-06,210.50,211.50,210.50,210.50,175.24,14912000
707,2017-06-07,212.00,212.50,210.00,211.50,176.07,29514000
706,2017-06-08,212.00,213.00,211.50,213.00,177.32,18437000
705,2017-06-09,214.50,215.00,212.00,212.00,176.49,31774000
704,2017-06-12,207.00,210.00,207.00,207.50,172.74,58256000
703,2017-06-13,207.00,208.50,206.50,208.00,173.16,43566000
702,2017-06-14,208.50,209.50,206.00,207.00,172.33,36293000
701,2017-06-15,207.50,208.00,207.00,208.00,173.16,17748000
700,2017-06-16,207.50,212.00,207.00,211.50,176.07,32816000
699,2017-06-19,211.00,213.00,210.50,213.00,177.32,15632000
698,2017-06-20,215.00,218.00,214.50,216.50,180.24,28630000
697,2017-06-21,216.00,217.00,214.50,215.50,179.40,44789000
696,2017-06-22,217.00,218.00,216.50,218.00,181.49,24139000
695,2017-06-23,218.00,218.50,217.00,217.00,180.65,39621000
694,2017-06-26,212.00,215.00,212.00,215.00,184.95,58686000
693,2017-06-27,214.00,214.00,211.00,211.50,181.94,43269000
692,2017-06-28,209.50,210.00,208.00,208.50,179.36,48568000
691,2017-06-29,210.50,210.50,208.50,210.00,180.65,26019000
817,2017-06-30,206.50,208.50,206.50,208.50,179.36,30867000
690,2017-06-30,206.50,208.50,206.50,208.50,179.36,30867000
816,2017-07-03,207.50,209.00,207.00,209.00,179.79,19027000
815,2017-07-04,208.00,208.50,207.00,207.00,178.07,21132000
814,2017-07-05,207.00,208.50,206.50,208.50,179.36,23276000
813,2017-07-06,208.00,208.50,207.00,207.50,178.50,15242000
812,2017-07-07,207.00,207.50,205.50,206.00,177.21,20655000
811,2017-07-10,206.50,207.00,206.00,206.00,177.21,13292000
810,2017-07-11,208.00,212.00,207.50,212.00,182.37,33265000
809,2017-07-12,211.00,212.50,210.50,210.50,181.08,26426000
808,2017-07-13,212.00,216.00,211.50,214.50,184.52,50090000
807,2017-07-14,213.00,214.50,212.00,213.00,183.23,22335000
806,2017-07-17,215.00,215.50,211.50,213.00,183.23,21372000
805,2017-07-18,213.00,214.00,212.00,214.00,184.09,18613000
804,2017-07-19,212.50,215.00,212.50,214.50,184.52,20637000
803,2017-07-20,215.00,215.50,214.00,215.50,185.38,20770000
802,2017-07-21,214.00,215.00,213.50,214.00,184.09,15032000
801,2017-07-24,213.50,214.50,213.00,214.50,184.52,19972000
800,2017-07-25,214.00,214.50,213.50,214.00,184.09,13344000
799,2017-07-26,215.00,215.00,212.50,213.00,183.23,14684000
798,2017-07-27,213.50,216.00,213.50,215.50,185.38,23013000
797,2017-07-28,213.00,214.00,212.50,213.00,183.23,19724000
796,2017-07-31,211.50,214.50,211.50,214.50,184.52,19993000
795,2017-08-01,212.50,214.00,212.00,212.00,182.37,19704000
794,2017-08-02,214.00,216.00,214.00,216.00,185.82,27320000
793,2017-08-03,213.00,214.00,212.50,213.50,183.66,25694000
792,2017-08-04,213.50,214.00,212.50,213.00,183.23,21831000
791,2017-08-07,213.50,216.50,213.50,216.00,185.82,21564000
790,2017-08-08,217.50,219.00,216.00,217.50,187.11,25122000
789,2017-08-09,215.00,215.50,213.50,214.50,184.52,28050000
788,2017-08-10,215.50,215.50,212.50,214.00,184.09,26273000
787,2017-08-11,211.00,213.50,210.50,212.50,182.80,41417000
786,2017-08-14,213.50,214.00,210.00,211.00,181.51,29299000
785,2017-08-15,213.00,214.50,213.00,214.00,184.09,13512000
784,2017-08-16,214.50,214.50,211.00,213.00,183.23,25176000
783,2017-08-17,213.50,214.00,213.00,214.00,184.09,8334000
782,2017-08-18,212.00,213.00,211.00,212.50,182.80,13711000
781,2017-08-21,212.50,213.00,211.50,211.50,181.94,11882499
780,2017-08-22,213.50,214.50,213.00,214.50,184.52,14211415
779,2017-08-23,215.50,216.00,214.00,215.50,185.38,11589917
778,2017-08-24,216.00,217.00,215.50,217.00,186.68,15224842
777,2017-08-25,217.50,217.50,216.00,217.50,187.11,10125387
776,2017-08-28,215.00,216.50,215.00,216.00,185.82,15236159
775,2017-08-29,216.00,216.00,215.00,216.00,185.82,16160161
774,2017-08-30,216.00,218.00,216.00,217.50,187.11,19674310
773,2017-08-31,217.50,218.00,215.50,216.50,186.25,26434202
772,2017-09-01,215.00,217.50,215.00,216.50,186.25,17805405
771,2017-09-04,216.50,218.00,215.50,217.50,187.11,15023185
770,2017-09-05,218.00,218.00,216.50,218.00,187.54,17357347
769,2017-09-06,216.50,218.00,216.00,217.00,186.68,16012662
768,2017-09-07,218.00,218.50,216.00,217.00,186.68,19135540
767,2017-09-08,217.00,218.00,216.50,218.00,187.54,25512045
766,2017-09-11,219.00,219.50,216.50,217.00,186.68,19026886
765,2017-09-12,219.00,219.50,217.50,219.00,188.40,21588321
764,2017-09-13,217.50,219.00,217.50,218.00,187.54,17555541
763,2017-09-14,218.50,219.00,217.50,218.50,187.97,18315567
762,2017-09-15,218.50,219.00,217.00,218.50,187.97,44551103
761,2017-09-18,219.00,220.00,218.00,219.50,188.83,17654705
760,2017-09-19,221.50,221.50,220.00,221.50,190.55,23410233
759,2017-09-20,221.00,222.00,220.00,221.50,190.55,20320237
758,2017-09-21,221.00,223.00,220.00,221.00,190.12,18645565
757,2017-09-22,221.50,222.00,218.50,218.50,187.97,21557370
756,2017-09-25,217.50,218.50,217.00,217.00,186.68,16876286
755,2017-09-26,217.50,218.00,214.00,214.00,184.09,23070901
754,2017-09-27,217.50,217.50,215.00,215.00,184.95,22590510
753,2017-09-28,215.00,216.00,213.50,214.00,184.09,31616062
752,2017-09-29,216.00,217.50,215.50,216.50,186.25,21380708
879,2017-10-02,219.50,220.50,218.50,220.50,189.69,27983551
878,2017-10-03,219.00,223.00,219.00,222.50,191.41,36679938
877,2017-10-05,222.00,225.50,222.00,224.50,193.13,23349939
876,2017-10-06,225.00,225.50,223.50,224.50,193.13,15642516
875,2017-10-11,226.50,233.50,226.50,233.00,200.44,63667562
874,2017-10-12,235.00,237.50,234.50,237.50,204.31,42390186
873,2017-10-13,237.50,237.50,234.50,237.50,204.31,23145071
872,2017-10-16,237.50,238.00,236.00,238.00,204.74,19964072
871,2017-10-17,238.00,238.00,235.00,235.50,202.59,17652304
870,2017-10-18,239.50,239.50,237.00,237.50,204.31,28886850
869,2017-10-19,239.50,241.50,239.00,239.00,205.60,23481776
868,2017-10-20,238.00,239.50,237.50,237.50,204.31,24722035
867,2017-10-23,239.00,240.00,238.50,239.00,205.60,15772559
866,2017-10-24,240.00,240.00,238.00,238.00,204.74,14975093
865,2017-10-25,238.50,239.00,237.50,238.00,204.74,16880187
864,2017-10-26,237.00,238.00,236.00,236.00,203.02,12959717
863,2017-10-27,237.50,240.00,237.50,239.00,205.60,17773541
862,2017-10-30,242.00,245.00,241.50,243.00,209.04,27784990
861,2017-10-31,243.50,245.00,241.50,243.00,209.04,22582013
860,2017-11-01,243.50,245.00,241.50,242.50,208.61,20389054
859,2017-11-02,242.00,242.50,240.50,241.00,207.32,15810342
858,2017-11-03,240.50,241.00,238.50,239.00,205.60,16528682
857,2017-11-06,243.50,244.00,239.00,239.50,206.03,21029415
856,2017-11-07,242.00,244.00,241.50,244.00,209.90,20200261
855,2017-11-08,243.00,243.50,242.00,242.50,208.61,14129103
854,2017-11-09,240.50,243.00,240.00,241.00,207.32,20313949
853,2017-11-10,240.00,242.00,239.50,240.50,206.89,14121296
852,2017-11-13,240.00,241.50,239.50,239.50,206.03,12087858
851,2017-11-14,241.00,241.00,239.00,240.00,206.46,16880176
850,2017-11-15,239.00,239.50,236.00,237.50,204.31,28720308
849,2017-11-16,238.00,240.00,237.50,238.00,204.74,16487172
848,2017-11-17,240.50,242.50,240.50,241.50,207.75,18676825
