,Date,Open,High,Low,Close,Adj Close,Volumn
30,2014-08-18,124.00,124.00,122.50,123.00,95.50,14578000
29,2014-08-19,124.00,125.00,123.50,124.00,96.27,31575000
28,2014-08-20,125.00,125.50,124.50,125.50,97.44,28876000
27,2014-08-21,126.00,126.00,124.00,124.50,96.66,22562000
26,2014-08-22,124.50,126.00,123.50,125.50,97.44,42715000
25,2014-08-25,125.50,126.00,125.00,125.00,97.05,20077000
24,2014-08-26,125.00,125.50,124.00,124.50,96.66,28801000
23,2014-08-27,125.50,126.00,124.50,125.50,97.44,36779000
22,2014-08-28,126.00,126.00,124.50,125.00,97.05,21587000
21,2014-08-29,124.50,125.00,124.00,124.00,96.27,28324000
20,2014-09-01,125.00,128.50,125.00,128.50,99.77,36304000
19,2014-09-02,128.00,128.00,125.50,126.00,97.83,19182000
18,2014-09-03,127.00,128.00,125.50,128.00,99.38,24561000
17,2014-09-04,128.00,128.00,126.00,127.50,98.99,21641000
16,2014-09-05,128.50,128.50,125.50,127.00,98.60,20096000
15,2014-09-09,127.50,127.50,126.50,127.00,98.60,22090000
14,2014-09-10,126.00,126.00,124.00,125.00,97.05,29294000
13,2014-09-11,126.00,126.00,125.00,125.00,97.05,22827000
12,2014-09-12,124.50,125.00,123.00,123.00,95.50,19798000
11,2014-09-15,122.50,123.50,122.00,123.50,95.89,19518000
10,2014-09-16,123.00,123.00,122.00,122.50,95.11,19187000
9,2014-09-17,123.50,125.00,123.00,124.50,96.66,23504000
8,2014-09-18,124.50,125.00,123.50,125.00,97.05,14726000
7,2014-09-19,125.50,126.00,125.00,125.00,97.05,30603000
6,2014-09-22,124.00,124.00,122.00,122.00,94.72,39365000
5,2014-09-23,123.00,123.50,122.00,122.50,95.11,15286000
4,2014-09-24,122.00,124.00,122.00,123.00,95.50,27613000
3,2014-09-25,123.00,124.00,121.50,122.00,94.72,23213000
2,2014-09-26,121.00,121.50,120.50,121.00,93.94,23545000
1,2014-09-29,122.00,122.00,120.00,120.50,93.56,54783000
131,2014-09-30,120.00,121.00,119.00,120.00,93.17,44070000
0,2014-09-30,120.00,121.00,119.00,120.00,93.17,44070000
130,2014-10-01,120.00,122.00,120.00,121.50,94.33,42211000
129,2014-10-02,121.00,122.50,120.50,121.00,93.94,30761000
128,2014-10-03,122.50,125.00,122.00,124.50,96.66,52003000
127,2014-10-06,125.00,126.00,124.00,126.00,97.83,37186000
126,2014-10-07,125.00,125.50,123.50,125.00,97.05,39986000
125,2014-10-08,123.50,125.00,122.50,122.50,95.11,29221000
124,2014-10-09,124.00,125.00,123.50,125.00,97.05,35347000
123,2014-10-13,119.00,121.50,118.00,120.50,93.56,69183000
122,2014-10-14,120.00,121.50,119.50,121.00,93.94,31862000
121,2014-10-15,121.50,123.00,121.00,121.50,94.33,43922000
120,2014-10-16,121.50,124.00,120.00,121.50,94.33,45527000
119,2014-10-17,125.00,125.50,123.50,123.50,95.89,91597000
118,2014-10-20,125.00,126.00,124.50,126.00,97.83,38276000
117,2014-10-21,126.00,126.00,124.50,125.00,97.05,25582000
116,2014-10-22,127.50,129.00,127.50,129.00,100.16,64167000
115,2014-10-23,128.00,128.50,127.50,127.50,98.99,26374000
114,2014-10-24,127.00,127.50,125.00,125.50,97.44,42082000
113,2014-10-27,126.50,128.00,126.50,128.00,99.38,25119000
112,2014-10-28,129.00,129.50,127.50,128.00,99.38,34984000
111,2014-10-29,129.00,129.50,128.00,129.00,100.16,34583000
110,2014-10-30,128.50,129.00,127.00,128.50,99.77,35688000
109,2014-10-31,128.00,130.50,127.50,130.50,101.32,41983000
108,2014-11-03,132.00,132.50,130.50,131.00,101.71,44912000
107,2014-11-04,132.00,132.00,131.00,132.00,102.48,32171000
106,2014-11-05,131.50,132.00,131.00,132.00,102.48,22440000
105,2014-11-06,132.50,132.50,131.50,132.00,102.48,28374000
104,2014-11-07,131.50,131.50,130.50,131.00,101.71,16709000
103,2014-11-10,132.50,134.50,132.00,134.50,104.43,42569000
102,2014-11-11,135.00,135.00,133.00,134.00,104.04,20451000
101,2014-11-12,134.50,134.50,131.50,132.00,102.48,27373000
100,2014-11-13,133.50,134.50,132.50,134.00,104.04,24882000
99,2014-11-14,134.00,135.00,133.50,135.00,104.81,23655000
98,2014-11-17,135.00,135.50,132.50,133.00,103.26,23562000
97,2014-11-18,134.00,134.50,131.00,131.50,102.10,42688000
96,2014-11-19,133.00,136.50,132.50,136.00,105.59,70920000
95,2014-11-20,137.50,139.00,137.00,139.00,107.92,44092000
94,2014-11-21,139.50,139.50,137.50,138.50,107.53,30388000
93,2014-11-24,140.00,140.50,138.00,138.50,107.53,33292000
92,2014-11-25,138.50,140.00,138.50,139.00,107.92,42648000
91,2014-11-26,138.50,139.00,138.00,139.00,107.92,23137000
90,2014-11-27,140.00,142.00,140.00,140.00,108.70,26123000
89,2014-11-28,139.00,141.50,139.00,141.50,109.86,35681000
88,2014-12-01,139.00,142.00,138.50,140.00,108.70,41250000
87,2014-12-02,139.50,139.50,137.50,137.50,106.75,45913000
86,2014-12-03,137.50,139.00,136.50,138.00,107.14,38940000
85,2014-12-04,139.00,140.00,138.50,139.00,107.92,28226000
84,2014-12-05,138.50,139.50,137.00,137.50,106.75,27050000
83,2014-12-08,138.00,138.50,137.00,138.00,107.14,19595000
82,2014-12-09,138.00,139.00,137.50,138.00,107.14,31770000
81,2014-12-10,138.00,139.00,136.00,136.00,105.59,39726000
80,2014-12-11,135.00,136.00,134.50,134.50,104.43,32283000
79,2014-12-12,135.00,136.00,134.50,135.00,104.81,31433000
78,2014-12-15,134.50,136.50,134.50,136.00,105.59,44381000
77,2014-12-16,134.50,135.50,133.00,133.00,103.26,41199000
76,2014-12-17,133.00,133.00,130.00,130.50,101.32,70497000
75,2014-12-18,132.00,133.00,131.00,131.50,102.10,50410000
74,2014-12-19,134.50,138.00,134.00,138.00,107.14,44362000
73,2014-12-22,137.50,140.00,137.00,138.50,107.53,34577000
72,2014-12-23,139.00,140.00,137.00,137.50,106.75,19122000
71,2014-12-24,136.00,138.00,136.00,138.00,107.14,16679000
70,2014-12-25,137.00,138.00,137.00,137.50,106.75,7358000
69,2014-12-26,138.00,139.00,137.00,139.00,107.92,13112000
68,2014-12-29,138.00,141.00,138.00,141.00,109.47,34993000
67,2014-12-30,141.00,141.50,139.00,140.00,108.70,21789000
66,2014-12-31,139.00,141.00,139.00,141.00,109.47,18306000
187,2014-12-31,139.00,141.00,139.00,141.00,109.47,18306000
186,2015-01-05,140.50,140.50,137.50,139.50,108.31,32046000
185,2015-01-06,137.50,137.50,133.00,133.50,103.65,66778000
184,2015-01-07,133.50,135.00,133.50,134.00,104.04,43703000
183,2015-01-08,136.50,138.00,136.00,138.00,107.14,42491000
182,2015-01-09,135.00,135.50,133.00,134.00,104.04,61558000
181,2015-01-12,132.50,133.50,132.00,132.00,102.48,30338000
180,2015-01-13,131.00,133.00,130.50,132.50,102.87,37818000
179,2015-01-14,132.50,133.00,130.00,130.00,100.93,48740000
178,2015-01-15,131.50,133.00,131.50,131.50,102.10,40607000
177,2015-01-16,140.00,140.00,136.00,137.00,106.37,124042000
176,2015-01-19,138.50,139.50,137.50,139.00,107.92,49986000
175,2015-01-20,139.00,139.00,137.50,138.00,107.14,32739000
174,2015-01-21,139.50,141.00,139.50,141.00,109.47,70464000
173,2015-01-22,141.50,142.00,139.50,140.00,108.70,43846000
172,2015-01-23,142.50,145.00,142.50,145.00,112.58,82089000
171,2015-01-26,145.50,145.50,143.50,145.00,112.58,46716000
170,2015-01-27,145.50,147.00,144.50,147.00,114.13,52805000
169,2015-01-28,146.50,147.00,145.50,146.50,113.74,45898000
168,2015-01-29,144.00,145.00,143.00,143.50,111.41,34459000
167,2015-01-30,145.00,145.50,141.00,141.00,109.47,43666000
166,2015-02-02,140.50,143.00,140.50,142.50,110.64,29181000
165,2015-02-03,143.00,144.50,142.00,144.50,112.19,27160000
164,2015-02-04,144.50,146.50,144.00,146.00,113.35,40416000
163,2015-02-05,145.50,146.00,143.50,145.50,112.97,23363000
162,2015-02-06,145.50,145.50,143.00,143.00,111.03,27301000
161,2015-02-09,143.00,143.50,141.50,142.00,110.25,26315000
160,2015-02-10,142.00,143.00,141.50,142.50,110.64,33294000
159,2015-02-11,146.00,149.00,146.00,148.00,114.91,71259000
158,2015-02-12,149.50,149.50,147.50,148.50,115.30,33577000
157,2015-02-13,148.50,150.00,148.00,148.50,115.30,37815000
156,2015-02-24,149.00,152.00,148.50,151.00,117.24,72531000
155,2015-02-25,152.50,154.50,152.50,154.50,119.95,48183000
154,2015-02-26,153.50,154.00,150.50,150.50,116.85,55574000
153,2015-03-02,151.50,153.00,148.50,149.00,115.68,41388000
152,2015-03-03,150.00,151.00,148.50,150.50,116.85,29134000
151,2015-03-04,150.00,151.50,149.00,150.50,116.85,32627000
150,2015-03-05,150.00,151.00,148.50,150.00,116.46,28872000
149,2015-03-06,149.00,149.50,148.50,149.00,115.68,31316000
148,2015-03-09,147.50,147.50,145.00,145.50,112.97,67163000
147,2015-03-10,145.00,145.00,144.00,144.00,111.80,46809000
146,2015-03-11,143.50,148.00,143.00,146.00,113.35,51795000
145,2015-03-12,147.00,148.50,146.50,148.00,114.91,32183000
144,2015-03-13,148.00,149.50,147.00,149.00,115.68,45451000
143,2015-03-16,149.00,149.50,146.00,146.00,113.35,36912000
142,2015-03-17,148.50,150.00,148.50,149.00,115.68,55718000
141,2015-03-18,151.00,154.00,150.00,153.50,119.18,70808000
140,2015-03-19,152.50,155.00,152.50,154.00,119.57,43070000
139,2015-03-20,151.50,154.00,151.50,154.00,119.57,37536000
138,2015-03-23,154.00,154.00,152.50,153.50,119.18,26285000
137,2015-03-24,153.50,153.50,151.50,151.50,117.62,36086000
136,2015-03-25,152.00,152.50,150.50,151.00,117.24,44424000
135,2015-03-26,145.50,147.00,144.50,145.50,112.97,157081000
134,2015-03-27,144.00,145.50,142.50,142.50,110.64,106610000
133,2015-03-30,142.50,144.00,142.00,142.50,110.64,59832000
132,2015-03-31,144.00,145.50,143.00,145.50,112.97,56539000
249,2015-03-31,144.00,145.50,143.00,145.50,112.97,56539000
248,2015-04-01,145.00,145.00,143.50,144.00,111.80,38697000
247,2015-04-02,145.00,148.00,144.50,147.00,114.13,49213000
246,2015-04-07,146.50,147.50,145.00,146.00,113.35,33362000
245,2015-04-08,145.50,146.00,143.00,143.00,111.03,47500000
244,2015-04-09,144.00,145.50,143.00,143.00,111.03,46493000
243,2015-04-10,146.00,147.00,145.00,147.00,114.13,33819000
242,2015-04-13,146.50,147.50,146.00,147.00,114.13,23821000
241,2015-04-14,145.00,145.50,143.50,144.00,111.80,41528000
240,2015-04-15,143.50,144.50,141.50,143.00,111.03,71481000
239,2015-04-16,145.00,147.00,144.50,147.00,114.13,54354000
238,2015-04-17,143.00,144.00,142.50,142.50,110.64,76708000
237,2015-04-20,142.00,144.00,141.50,143.00,111.03,34341000
236,2015-04-21,142.00,143.50,141.50,142.50,110.64,36209000
235,2015-04-22,143.50,145.00,143.00,143.50,111.41,40606000
234,2015-04-23,145.50,147.00,145.00,147.00,114.13,46931000
233,2015-04-24,149.00,152.50,148.50,152.50,118.40,122689000
232,2015-04-27,153.00,153.00,150.00,151.50,117.62,57529000
231,2015-04-28,153.50,153.50,150.50,151.50,117.62,43177000
230,2015-04-29,150.00,151.00,148.00,148.50,115.30,37363000
229,2015-04-30,147.00,148.50,146.50,147.00,114.13,48913000
228,2015-05-04,148.50,148.50,146.00,147.50,114.52,30811000
227,2015-05-05,147.50,148.00,146.00,147.00,114.13,27559000
226,2015-05-06,145.50,148.00,145.50,147.50,114.52,18784000
225,2015-05-07,146.00,147.50,146.00,146.50,113.74,21826000
224,2015-05-08,146.00,147.50,146.00,146.50,113.74,19987000
223,2015-05-11,149.00,149.00,147.00,148.50,115.30,20326000
222,2015-05-12,147.00,148.50,147.00,147.50,114.52,20509000
221,2015-05-13,147.50,149.00,147.00,148.00,114.91,18844000
220,2015-05-14,148.00,148.50,146.00,146.00,113.35,38700000
219,2015-05-15,147.00,147.00,145.00,146.50,113.74,24295000
218,2015-05-18,147.00,147.00,145.00,146.50,113.74,22879000
217,2015-05-19,145.50,147.50,145.00,146.50,113.74,26257000
216,2015-05-20,146.50,147.00,146.00,146.50,113.74,26920000
215,2015-05-21,146.00,146.50,144.50,145.50,112.97,40819000
214,2015-05-22,146.00,147.00,145.00,145.50,112.97,22074000
213,2015-05-25,146.50,147.50,145.50,147.50,114.52,16253000
212,2015-05-26,148.50,148.50,146.50,146.50,113.74,15545000
211,2015-05-27,145.50,147.00,145.00,145.00,112.58,23825000
210,2015-05-28,147.00,147.50,146.00,147.00,114.13,35891000
209,2015-05-29,147.00,147.50,145.50,146.00,113.35,56616000
208,2015-06-01,145.50,146.00,144.00,145.00,112.58,31570000
207,2015-06-02,144.50,144.50,143.50,144.00,111.80,33317000
206,2015-06-03,143.50,144.50,143.00,143.00,111.03,29870000
205,2015-06-04,142.00,142.50,140.00,141.00,109.47,58172000
204,2015-06-05,139.50,140.50,139.00,140.00,108.70,42648000
203,2015-06-08,139.50,140.00,138.50,138.50,107.53,45469000
202,2015-06-09,138.50,140.00,138.00,139.00,107.92,31575000
201,2015-06-10,141.00,141.50,139.50,139.50,108.31,37077000
200,2015-06-11,141.00,144.00,141.00,143.50,111.41,44613000
199,2015-06-12,144.00,144.50,142.50,144.50,112.19,31448000
198,2015-06-15,144.50,144.50,142.50,143.00,111.03,23608000
197,2015-06-16,143.00,143.00,141.00,142.00,110.25,27272000
196,2015-06-17,143.00,143.50,142.00,142.50,110.64,31326000
195,2015-06-18,142.00,143.00,142.00,142.00,110.25,28591000
194,2015-06-22,142.00,143.50,142.00,142.00,110.25,28278000
193,2015-06-23,143.00,145.00,142.50,144.50,112.19,37230000
192,2015-06-24,144.50,145.00,143.50,145.00,112.58,18555000
191,2015-06-25,145.00,147.00,145.00,146.50,113.74,43496000
190,2015-06-26,147.00,147.50,145.50,146.00,113.35,33561000
189,2015-06-29,140.50,141.00,138.50,138.50,110.95,53014000
188,2015-06-30,139.00,140.50,138.50,140.50,112.55,45261000
315,2015-06-30,139.00,140.50,138.50,140.50,112.55,45261000
314,2015-07-01,140.00,142.50,139.00,141.00,112.95,32546000
313,2015-07-02,140.50,142.00,140.50,141.50,113.35,23908000
312,2015-07-03,141.50,142.50,140.00,142.50,114.16,16093000
311,2015-07-06,141.00,141.50,140.50,140.50,112.55,20617000
310,2015-07-07,141.00,142.00,140.50,140.50,112.55,26349000
309,2015-07-08,140.50,141.00,138.00,138.00,110.55,51986000
308,2015-07-09,134.00,138.00,134.00,136.50,109.35,53233000
307,2015-07-10,136.50,136.50,136.50,136.50,109.35,0
306,2015-07-13,137.00,139.50,137.00,138.50,110.95,34518000
305,2015-07-14,139.50,140.50,138.00,138.50,110.95,27536000
304,2015-07-15,139.00,139.50,138.00,138.50,110.95,23295000
303,2015-07-16,140.00,140.00,135.50,136.50,109.35,36999000
302,2015-07-17,138.00,140.00,138.00,140.00,112.15,55781000
301,2015-07-20,141.50,142.00,138.50,139.00,111.35,27655000
300,2015-07-21,141.00,141.50,139.50,140.50,112.55,19431000
299,2015-07-22,139.00,139.50,138.00,139.00,111.35,24620000
298,2015-07-23,137.00,137.50,136.00,136.00,108.95,36389000
297,2015-07-24,138.00,138.00,136.00,137.00,109.75,38194000
296,2015-07-27,135.00,135.50,134.00,134.00,107.35,43371000
295,2015-07-28,135.00,136.50,134.00,134.00,107.35,34219000
294,2015-07-29,135.00,136.00,134.50,135.50,108.55,29871000
293,2015-07-30,136.00,139.00,136.00,138.50,110.95,36097000
292,2015-07-31,140.50,140.50,137.50,139.50,111.75,39992000
291,2015-08-03,138.50,138.50,134.50,134.50,107.75,33631000
290,2015-08-04,135.00,136.50,134.50,136.50,109.35,26546000
289,2015-08-05,135.50,135.50,134.00,134.00,107.35,28491000
288,2015-08-06,136.00,136.00,132.00,134.00,107.35,38414000
287,2015-08-07,133.00,133.50,131.50,133.00,106.54,30554000
286,2015-08-10,131.00,131.00,125.50,129.00,103.34,63646000
285,2015-08-11,133.50,133.50,130.50,130.50,104.54,64344000
284,2015-08-12,129.50,130.00,127.50,128.50,102.94,41642000
283,2015-08-13,129.00,130.00,127.50,128.00,102.54,35943000
282,2015-08-14,128.00,128.50,125.00,126.00,100.94,39413000
281,2015-08-17,125.50,125.50,123.00,124.00,99.34,37847000
280,2015-08-18,125.00,126.50,125.00,126.00,100.94,40722000
279,2015-08-19,127.50,127.50,124.00,125.00,100.14,41301000
278,2015-08-20,124.50,126.00,123.50,126.00,100.94,38012000
277,2015-08-21,123.00,124.50,121.00,121.00,96.93,59694000
276,2015-08-24,120.00,121.00,112.50,115.00,92.13,116158000
275,2015-08-25,118.00,124.00,117.50,123.50,98.93,94960000
274,2015-08-26,121.00,124.50,119.50,122.50,98.13,64879000
273,2015-08-27,125.00,125.00,122.00,124.00,99.34,53388000
272,2015-08-28,127.00,127.00,124.50,125.00,100.14,41466000
271,2015-08-31,126.00,129.00,123.50,129.00,103.34,56941000
270,2015-09-01,127.50,127.50,124.00,124.00,99.34,42340000
269,2015-09-02,123.00,127.00,123.00,125.50,100.54,36973000
268,2015-09-03,127.50,127.50,125.00,127.00,101.74,24004000
267,2015-09-04,126.50,127.00,123.50,125.00,100.14,22006000
266,2015-09-07,124.50,126.00,122.00,122.50,98.13,25891000
265,2015-09-08,122.50,123.50,122.00,123.00,98.53,15090000
264,2015-09-09,126.50,129.00,126.50,129.00,103.34,53588000
263,2015-09-10,127.00,128.00,125.00,125.00,100.14,32912000
262,2015-09-11,125.50,127.50,124.00,127.50,102.14,20525000
261,2015-09-14,128.00,129.00,126.00,127.50,102.14,25508000
260,2015-09-15,127.50,128.00,125.50,126.00,100.94,21658000
259,2015-09-16,128.00,130.00,127.50,129.50,103.74,39923000
258,2015-09-17,130.50,131.50,130.00,131.00,104.94,49472000
257,2015-09-18,129.50,131.50,129.00,131.50,105.34,31937000
256,2015-09-21,130.00,130.00,128.50,129.50,103.74,29930000
255,2015-09-22,130.00,130.00,128.50,129.00,103.34,17636000
254,2015-09-23,127.00,127.50,124.50,124.50,99.74,32905000
253,2015-09-24,127.00,128.00,125.50,127.00,101.74,43432000
252,2015-09-25,127.00,127.50,125.00,127.00,101.74,24630000
251,2015-09-29,127.00,127.00,127.00,127.00,101.74,0
250,2015-09-30,128.00,131.00,127.00,130.00,104.14,67112000
381,2015-09-30,128.00,131.00,127.00,130.00,104.14,67112000
380,2015-10-01,131.00,134.00,129.50,133.50,106.95,49600000
379,2015-10-02,132.50,132.50,131.50,132.00,105.74,25216000
378,2015-10-05,133.00,133.50,131.50,132.50,106.14,30276000
377,2015-10-06,135.00,135.50,132.50,133.00,106.54,48613000
376,2015-10-07,133.50,135.00,133.00,135.00,108.15,31784000
375,2015-10-08,137.00,137.00,135.00,136.00,108.95,31144000
374,2015-10-12,137.00,139.00,136.50,138.50,110.95,46971000
373,2015-10-13,138.50,138.50,136.00,137.50,110.15,36108000
372,2015-10-14,136.50,137.50,136.00,136.50,109.35,18007000
371,2015-10-15,139.00,141.00,139.00,140.00,112.15,57142000
370,2015-10-16,137.00,137.50,136.00,137.50,110.15,36196000
369,2015-10-19,138.50,139.00,137.00,138.00,110.55,26150000
368,2015-10-20,139.00,139.00,137.50,139.00,111.35,27462000
367,2015-10-21,139.50,140.00,137.50,138.50,110.95,17976000
366,2015-10-22,138.00,138.50,137.00,137.50,110.15,15149000
365,2015-10-23,140.00,140.50,139.00,140.00,112.15,35644000
364,2015-10-26,140.50,140.50,139.00,140.00,112.15,24382000
363,2015-10-27,138.50,140.00,137.50,139.00,111.35,26012000
362,2015-10-28,137.00,139.00,137.00,138.00,110.55,22522000
361,2015-10-29,139.00,139.50,136.50,136.50,109.35,20428000
360,2015-10-30,137.00,137.50,136.00,136.50,109.35,27844000
359,2015-11-02,138.50,138.50,135.50,137.50,110.15,21663000
358,2015-11-03,138.50,140.00,138.00,139.50,111.75,33082000
357,2015-11-04,141.50,144.50,141.00,144.50,115.76,75144000
356,2015-11-05,144.00,144.50,142.50,142.50,114.16,35773000
355,2015-11-06,144.00,144.00,139.00,140.00,112.15,45683000
354,2015-11-09,141.00,143.00,140.50,142.00,113.75,24833000
353,2015-11-10,141.50,141.50,139.00,139.50,111.75,23307000
352,2015-11-11,140.50,140.50,136.50,137.50,110.15,29412000
351,2015-11-12,138.50,139.00,138.00,138.50,110.95,16474000
350,2015-11-13,137.50,139.00,136.00,136.00,108.95,21639000
349,2015-11-16,134.00,135.50,134.00,135.00,108.15,32110000
348,2015-11-17,138.00,140.00,137.50,138.50,110.95,28188000
347,2015-11-18,139.50,140.00,136.50,137.00,109.75,29074000
346,2015-11-19,138.50,140.50,138.00,140.50,112.55,27426000
345,2015-11-20,140.50,141.00,140.00,141.00,112.95,20271000
344,2015-11-23,141.00,141.50,140.00,141.00,112.95,17170000
343,2015-11-24,140.00,141.50,139.50,139.50,111.75,21843000
342,2015-11-25,139.50,141.00,138.50,141.00,112.95,27099000
341,2015-11-26,141.00,142.50,140.00,142.50,114.16,31976000
340,2015-11-27,143.00,143.00,139.00,139.00,111.35,23135000
339,2015-11-30,136.50,139.00,136.00,139.00,111.35,108490000
338,2015-12-01,140.50,142.50,138.50,142.50,114.16,46117000
337,2015-12-02,144.00,144.00,142.00,142.50,114.16,31609000
336,2015-12-03,141.50,143.00,141.50,142.50,114.16,18825000
335,2015-12-04,141.00,142.50,140.50,140.50,112.55,30869000
334,2015-12-07,142.00,144.50,142.00,143.50,114.96,40284000
333,2015-12-08,143.50,144.00,141.00,142.50,114.16,32173000
332,2015-12-09,142.00,142.00,140.50,140.50,112.55,26751000
331,2015-12-10,140.50,141.50,139.00,141.00,112.95,41414000
330,2015-12-11,141.00,142.00,139.00,139.50,111.75,29914000
329,2015-12-14,137.50,139.50,137.50,139.00,111.35,32656000
328,2015-12-15,139.50,140.50,138.00,138.00,110.55,23558000
327,2015-12-16,142.00,144.00,141.00,143.50,114.96,56401000
326,2015-12-17,144.50,145.00,143.00,145.00,116.16,34462000
325,2015-12-18,143.00,145.00,142.00,142.00,113.75,36298000
324,2015-12-21,141.50,142.50,140.50,141.50,113.35,26847000
323,2015-12-22,141.00,142.00,140.50,142.00,113.75,17085000
322,2015-12-23,141.00,143.00,140.50,141.50,113.35,18064000
321,2015-12-24,143.00,143.50,142.00,142.00,113.75,13471000
320,2015-12-25,142.00,143.50,142.00,143.00,114.56,6126000
319,2015-12-28,143.50,144.00,143.00,143.50,114.96,10797000
318,2015-12-29,143.50,144.00,141.50,142.00,113.75,12801000
317,2015-12-30,142.50,144.00,142.00,142.50,114.16,14578000
316,2015-12-31,142.00,144.00,141.00,143.00,114.56,18336000
439,2015-12-31,142.00,144.00,141.00,143.00,114.56,18336000
438,2016-01-04,142.50,143.50,139.00,139.50,111.75,39169000
437,2016-01-05,139.00,140.00,137.00,138.00,110.55,46381000
436,2016-01-06,138.00,138.00,135.00,135.50,108.55,53617000
435,2016-01-07,134.50,135.00,130.50,133.00,106.54,62539000
434,2016-01-08,132.00,135.00,132.00,134.00,107.35,50123000
433,2016-01-11,133.00,134.50,130.50,133.00,106.54,48345000
432,2016-01-12,133.00,134.00,131.50,133.00,106.54,34688000
431,2016-01-13,133.50,135.50,133.00,133.50,106.95,37717000
430,2016-01-14,130.50,132.00,130.50,131.50,105.34,39253000
429,2016-01-15,137.50,138.00,135.50,137.00,109.75,79464000
428,2016-01-18,135.00,138.00,134.50,137.00,109.75,36757000
427,2016-01-19,137.50,138.00,136.00,138.00,110.55,23737000
426,2016-01-20,137.50,137.50,133.50,134.50,107.75,43839000
425,2016-01-21,134.00,136.50,134.00,135.00,108.15,31933000
424,2016-01-22,136.50,138.50,136.00,138.50,110.95,33889000
423,2016-01-25,140.00,140.00,139.00,139.50,111.75,27184000
422,2016-01-26,137.50,139.00,137.00,137.50,110.15,24049000
421,2016-01-27,139.00,139.50,138.50,139.50,111.75,24029000
420,2016-01-28,138.00,140.50,138.00,140.00,112.15,37867000
419,2016-01-29,138.50,143.00,138.00,143.00,114.56,55616000
417,2016-02-01,144.00,144.00,141.50,144.00,115.36,40943000
416,2016-02-02,144.00,144.50,141.50,142.50,114.16,25380000
415,2016-02-03,145.00,146.00,144.50,146.00,116.96,70465000
414,2016-02-15,142.00,146.50,142.00,145.00,116.16,72875000
413,2016-02-16,146.00,148.00,145.50,147.50,118.16,55006000
412,2016-02-17,149.00,149.00,147.00,148.00,118.56,38453000
411,2016-02-18,150.00,151.00,149.50,151.00,120.96,61657000
410,2016-02-19,149.00,151.00,149.00,151.00,120.96,35668000
409,2016-02-22,149.50,152.50,149.50,151.00,120.96,27003000
408,2016-02-23,150.50,151.00,149.00,149.50,119.76,22302000
407,2016-02-24,149.50,150.50,147.00,148.00,118.56,22026000
406,2016-02-25,149.00,151.00,148.50,150.50,120.56,25202000
405,2016-02-26,151.00,151.50,148.00,149.00,119.36,37655000
404,2016-03-01,148.50,152.00,148.50,152.00,121.77,38629000
403,2016-03-02,154.00,154.50,153.00,153.00,122.57,36010000
402,2016-03-03,154.00,154.50,153.00,154.00,123.37,28822000
401,2016-03-04,153.00,153.50,151.50,152.50,122.17,32794000
400,2016-03-07,152.50,153.50,151.00,152.00,121.77,23906000
399,2016-03-08,151.00,152.00,149.50,152.00,121.77,35683000
